scorer,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000,DLC_resnet50_vta_fiberJul8shuffle1_1000000
bodyparts,nose,nose,nose,neck,neck,neck,back1,back1,back1,back2,back2,back2,back3,back3,back3,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,185.27967834472656,199.14466857910156,0.9987218976020813,187.74850463867188,230.33070373535156,0.9999911785125732,186.19581604003906,240.82501220703125,0.9999885559082031,183.13418579101562,253.58079528808594,0.9999942779541016,177.55101013183594,266.32464599609375,0.9999052286148071,173.17860412597656,283.46942138671875,0.9999819993972778
1,189.8121795654297,199.14466857910156,0.9990513920783997,189.54061889648438,230.33070373535156,0.9999914169311523,188.51556396484375,240.82501220703125,0.9999945163726807,186.84967041015625,253.58079528808594,0.9999940395355225,183.38885498046875,266.32464599609375,0.9999191761016846,179.45535278320312,283.46942138671875,0.9999841451644897
2,197.3333282470703,199.14466857910156,0.9906275272369385,197.08770751953125,230.33070373535156,0.9999866485595703,196.04449462890625,240.82501220703125,0.9999954700469971,194.39141845703125,253.58079528808594,0.9999979734420776,190.5850067138672,266.32464599609375,0.9999463558197021,188.78985595703125,283.46942138671875,0.9999970197677612
3,205.99183654785156,187.09381103515625,0.5962334871292114,202.79632568359375,216.09103393554688,0.999974250793457,201.3377685546875,228.36801147460938,0.9999954700469971,199.24732971191406,242.10061645507812,0.9999939203262329,194.42996215820312,257.7341003417969,0.9999666213989258,190.2343292236328,276.0855712890625,0.9999966621398926
4,208.37222290039062,171.687744140625,0.9919318556785583,207.5316619873047,198.3687744140625,0.9999866485595703,205.6656494140625,211.88157653808594,0.9999979734420776,201.85443115234375,225.42630004882812,0.9999914169311523,195.59014892578125,242.2432861328125,0.9999715089797974,191.4135284423828,260.81463623046875,0.9999996423721313
5,209.1888427734375,159.78836059570312,0.9988014698028564,211.22476196289062,186.8284149169922,0.9999581575393677,208.46856689453125,199.56846618652344,0.9999768733978271,206.09925842285156,210.6798858642578,0.9999959468841553,199.8607177734375,224.03895568847656,0.9999604225158691,192.7583770751953,238.08355712890625,0.9998268485069275
6,209.1888427734375,149.3994903564453,0.9990876913070679,214.42327880859375,175.44100952148438,0.9999915361404419,212.96934509277344,187.7066650390625,0.9999958276748657,210.819580078125,200.62908935546875,0.9999852180480957,206.179931640625,215.49435424804688,0.9999736547470093,201.30215454101562,232.53485107421875,0.9999927282333374
7,209.1888427734375,143.08474731445312,0.9974732995033264,214.65576171875,169.33668518066406,0.9999868869781494,215.13331604003906,181.72509765625,0.9999966621398926,214.0072021484375,194.13192749023438,0.9999982118606567,211.55862426757812,207.83282470703125,0.9999860525131226,208.97195434570312,225.0453643798828,0.9999934434890747
